Mkt Al,Op Al,Orig,Dest,Manu,Type,Aircraft Family,Aircraft Type,Equip,Flights,Seats,ASMs,Block Mins
G4,G4,CVG,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"736,250",635
G4,G4,CVG,SAV,Airbus,Narrow,A320,A319,319,13,"2,028","1,044,420","1,235"
G4,G4,CVG,SAV,Airbus,Narrow,A320,A320,320,12,"2,160","1,112,400","1,140"
G4,G4,CVG,SFB,Airbus,Narrow,A320,A319,319,4,624,"458,640",487
G4,G4,CVG,SFB,Airbus,Narrow,A320,A320,320,38,"6,840","5,027,400","4,635"
G4,G4,CVG,SNA,Airbus,Narrow,A320,A320,320,8,"1,440","2,704,320","2,152"
G4,G4,CVG,SRQ,Airbus,Narrow,A320,A320,320,29,"5,220","4,238,640","3,686"
G4,G4,CVG,VPS,Airbus,Narrow,A320,A320,320,51,"9,180","5,508,000","5,427"
G4,G4,DAY,MYR,Airbus,Narrow,A320,A319,319,4,624,"324,480",380
G4,G4,DAY,MYR,Airbus,Narrow,A320,A320,320,3,540,"280,800",285
G4,G4,DAY,MYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"197,600",190
G4,G4,DAY,PGD,Airbus,Narrow,A320,A320,320,8,"1,440","1,301,760","1,148"
G4,G4,DAY,PIE,Airbus,Narrow,A320,A319,319,4,624,"518,544",520
G4,G4,DAY,PIE,Airbus,Narrow,A320,A320,320,3,540,"448,740",395
G4,G4,DAY,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"315,780",260
G4,G4,DAY,SFB,Airbus,Narrow,A320,A319,319,4,624,"489,840",496
G4,G4,DAY,SFB,Airbus,Narrow,A320,A320,320,2,360,"282,600",248
G4,G4,DAY,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"298,300",248
G4,G4,DEN,ABE,Airbus,Narrow,A320,A320,320,9,"1,620","2,493,180","1,858"
G4,G4,DEN,ATW,Airbus,Narrow,A320,A320,320,9,"1,620","1,428,840","1,215"
G4,G4,DEN,AVL,Airbus,Narrow,A320,A320,320,12,"2,160","2,695,680","2,170"
G4,G4,DEN,CVG,Airbus,Narrow,A320,A320,320,8,"1,440","1,539,360","1,328"
G4,G4,DEN,PIA,Airbus,Narrow,A320,A320,320,8,"1,440","1,141,920","1,008"
G4,G4,DEN,TYS,Airbus,Narrow,A320,A320,320,8,"1,440","1,673,280","1,336"
G4,G4,DEN,VPS,Airbus,Narrow,A320,A320,320,8,"1,440","1,742,400","1,440"
G4,G4,DSM,AUS,Airbus,Narrow,A320,A320,320,8,"1,440","1,170,720","1,000"
G4,G4,DSM,AZA,Airbus,Narrow,A320,A320,320,13,"2,340","2,662,920","2,304"
G4,G4,DSM,BNA,Airbus,Narrow,A320,A319,319,3,468,"247,572",282
G4,G4,DSM,BNA,Airbus,Narrow,A320,A320,320,16,"2,880","1,523,520","1,488"
G4,G4,DSM,BOS,Airbus,Narrow,A320,A320,320,8,"1,440","1,677,600","1,336"
G4,G4,DSM,BUR,Airbus,Narrow,A320,A320,320,9,"1,620","2,326,320","1,998"
G4,G4,DSM,EWR,Airbus,Narrow,A320,A320,320,9,"1,620","1,645,920","1,350"
G4,G4,DSM,FLL,Airbus,Narrow,A320,A320,320,3,540,"710,100",568
G4,G4,DSM,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,499,100","1,134"
G4,G4,DSM,GUF,Airbus,Narrow,A320,A320,320,9,"1,620","1,383,480","1,332"
G4,G4,DSM,HOU,Airbus,Narrow,A320,A320,320,8,"1,440","1,188,000","1,120"
G4,G4,DSM,JAX,Airbus,Narrow,A320,A320,320,8,"1,440","1,458,720","1,192"
G4,G4,DSM,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","1,517,568","1,520"
G4,G4,DSM,LAS,Airbus,Narrow,A320,A320,320,13,"2,340","2,845,440","2,472"
G4,G4,DSM,PDX,Airbus,Narrow,A320,A320,320,12,"2,160","3,177,360","2,676"
G4,G4,DSM,PGD,Airbus,Narrow,A320,A319,319,3,468,"564,408",527
G4,G4,DSM,PGD,Airbus,Narrow,A320,A320,320,10,"1,800","2,170,800","1,760"
G4,G4,DSM,PHL,Airbus,Narrow,A320,A320,320,8,"1,440","1,399,680","1,088"
G4,G4,DSM,PIE,Airbus,Narrow,A320,A320,320,17,"3,060","3,442,500","2,839"
G4,G4,DSM,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"427,500",334
G4,G4,DSM,SFB,Airbus,Narrow,A320,A319,319,2,312,"350,376",336
G4,G4,DSM,SFB,Airbus,Narrow,A320,A320,320,6,"1,080","1,212,840","1,008"
G4,G4,DSM,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","2,347,070","1,844"
G4,G4,DSM,SNA,Airbus,Narrow,A320,A320,320,10,"1,800","2,572,200","2,180"
G4,G4,DSM,SRQ,Airbus,Narrow,A320,A320,320,4,720,"835,200",656
G4,G4,DSM,VPS,Airbus,Narrow,A320,A320,320,8,"1,440","1,236,960","1,104"
G4,G4,ELM,MYR,Airbus,Narrow,A320,A320,320,9,"1,620","963,900","1,011"
G4,G4,ELM,PIE,Airbus,Narrow,A320,A320,320,4,720,"745,200",644
G4,G4,ELM,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,179,900",964
G4,G4,ELM,SFB,Airbus,Narrow,A320,A319,319,1,156,"148,824",150
G4,G4,ELM,SFB,Airbus,Narrow,A320,A320,320,2,360,"343,440",290
G4,G4,ELM,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,268,820","1,015"
G4,G4,EUG,AZA,Airbus,Narrow,A320,A320,320,11,"1,980","1,922,580","1,649"
G4,G4,EUG,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","872,352",928
G4,G4,EUG,SNA,Airbus,Narrow,A320,A319,319,8,"1,248","968,448","1,064"
G4,G4,EVV,PIE,Airbus,Narrow,A320,A320,320,7,"1,260","947,520",847
G4,G4,EVV,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"142,880",121
G4,G4,EVV,SFB,Airbus,Narrow,A320,A319,319,6,936,"687,024",702
G4,G4,EVV,SFB,Airbus,Narrow,A320,A320,320,4,720,"528,480",468
G4,G4,EVV,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","976,220",817
G4,G4,EVV,VPS,Airbus,Narrow,A320,A320,320,9,"1,620","848,880",835
G4,G4,EWR,ATW,Airbus,Narrow,A320,A320,320,6,"1,080","833,760",840
G4,G4,EWR,AVL,Airbus,Narrow,A320,A320,320,10,"1,800","1,049,400","1,110"
G4,G4,EWR,CVG,Airbus,Narrow,A320,A320,320,9,"1,620","921,780","1,045"
G4,G4,EWR,DSM,Airbus,Narrow,A320,A320,320,9,"1,620","1,645,920","1,585"
G4,G4,EWR,GRR,Airbus,Narrow,A320,A320,320,4,720,"435,600",460
G4,G4,EWR,TYS,Airbus,Narrow,A320,A320,320,13,"2,340","1,476,540","1,506"
G4,G4,EWR,VPS,Airbus,Narrow,A320,A320,320,10,"1,800","1,778,400","1,648"
G4,G4,EYW,AVL,Airbus,Narrow,A320,A320,320,8,"1,440","1,081,440","1,016"
G4,G4,EYW,CVG,Airbus,Narrow,A320,A320,320,9,"1,620","1,641,060","1,465"
G4,G4,EYW,IND,Airbus,Narrow,A320,A320,320,8,"1,440","1,552,320","1,360"
G4,G4,EYW,LCK,Airbus,Narrow,A320,A319,319,8,"1,248","1,315,392","1,328"
G4,G4,EYW,PIE,Airbus,Narrow,A320,A319,319,23,"3,588","853,944","1,539"
G4,G4,EYW,PIE,Airbus,Narrow,A320,A320,320,2,360,"85,680",134
G4,G4,EYW,PIT,Airbus,Narrow,A320,A320,320,9,"1,620","1,785,240","1,520"
G4,G4,EYW,SFB,Airbus,Narrow,A320,A319,319,17,"2,652","774,384","1,236"
G4,G4,EYW,TYS,Airbus,Narrow,A320,A320,320,9,"1,620","1,274,940","1,215"
G4,G4,FAR,AZA,Airbus,Narrow,A320,A320,320,25,"4,500","5,490,000","4,702"
G4,G4,FAR,BNA,Airbus,Narrow,A320,A319,319,8,"1,248","1,135,680","1,056"
G4,G4,FAR,LAS,Airbus,Narrow,A320,A319,319,9,"1,404","1,691,820","1,723"
G4,G4,FAR,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","2,576,970","1,871"
G4,G4,FAT,LAS,Airbus,Narrow,A320,A319,319,49,"7,644","1,972,152","3,671"
G4,G4,FAT,LAS,Airbus,Narrow,A320,A320,320,6,"1,080","278,640",448
G4,G4,FCA,AZA,Airbus,Narrow,A320,A320,320,12,"2,160","2,255,040","1,944"
G4,G4,FCA,LAS,Airbus,Narrow,A320,A319,319,9,"1,404","1,187,784","1,328"
G4,G4,FLL,ABE,Airbus,Narrow,A320,A320,320,9,"1,620","1,686,420","1,549"
G4,G4,FLL,ACY,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,25,"4,750","4,640,750","4,050"
G4,G4,FLL,ALB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","2,058,840","1,728"
G4,G4,FLL,ATW,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","2,287,980","1,899"
G4,G4,FLL,AVL,Airbus,Narrow,A320,A320,320,51,"9,180","6,058,800","6,171"
G4,G4,FLL,AVL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,"2,660","1,755,600","1,694"
G4,G4,FLL,BLV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","1,757,880","1,475"
G4,G4,FLL,BNA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,205,360","1,112"
G4,G4,FLL,CAK,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,558,000","1,360"
G4,G4,FLL,CHA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,044,240","1,032"
G4,G4,FLL,CID,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","2,176,830","1,762"
G4,G4,FLL,CVG,Airbus,Narrow,A320,A320,320,21,"3,780","3,519,180","3,274"
G4,G4,FLL,CVG,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,415,120","1,248"
G4,G4,FLL,DSM,Airbus,Narrow,A320,A320,320,3,540,"710,100",609
G4,G4,FLL,DSM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,499,100","1,206"
G4,G4,FLL,FWA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,621,840","1,400"
G4,G4,FLL,GRR,Airbus,Narrow,A320,A320,320,6,"1,080","1,293,840","1,068"
G4,G4,FLL,GRR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"682,860",545
G4,G4,FLL,GSP,Airbus,Narrow,A320,A320,320,9,"1,620","1,004,400","1,013"
G4,G4,FLL,GSP,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,"1,900","1,178,000","1,116"
G4,G4,FLL,HSV,Airbus,Narrow,A320,A319,319,4,624,"443,040",536
G4,G4,FLL,HSV,Airbus,Narrow,A320,A320,320,1,180,"127,800",134
G4,G4,FLL,HSV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"539,600",536
G4,G4,FLL,IND,Airbus,Narrow,A320,A320,320,17,"3,060","3,075,300","2,784"
G4,G4,FLL,IND,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,15,"2,850","2,864,250","2,526"
G4,G4,FLL,LCK,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","1,641,600","1,408"
G4,G4,FLL,LEX,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,16,"3,040","2,626,560","2,339"
G4,G4,FLL,MDT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,507,840","1,320"
G4,G4,FLL,MEM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,30,"5,700","4,850,700","4,400"
G4,G4,FLL,PBG,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","2,032,240","1,592"
G4,G4,FLL,RFD,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,857,440","1,576"
G4,G4,FLL,SBN,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","1,937,430","1,611"
G4,G4,FLL,SDF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,"2,470","2,213,120","1,935"
G4,G4,FLL,SWF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"849,680",752
G4,G4,FLL,SYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,17,"3,230","3,863,080","3,142"
G4,G4,FLL,TTN,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,559,520","1,440"
G4,G4,FLL,TYS,Airbus,Narrow,A320,A320,320,21,"3,780","2,676,240","2,626"
G4,G4,FLL,TYS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,21,"3,990","2,824,920","2,627"
G4,G4,FLL,USA,Airbus,Narrow,A320,A319,319,5,780,"500,760",605
G4,G4,FLL,USA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,"2,280","1,463,760","1,452"
G4,G4,FLL,XNA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,"1,710","1,867,320","1,597"
G4,G4,FNT,AZA,Airbus,Narrow,A320,A320,320,8,"1,440","2,376,000","1,944"
G4,G4,FNT,BNA,Airbus,Narrow,A320,A320,320,8,"1,440","715,680",760
G4,G4,FNT,JAX,Airbus,Narrow,A320,A320,320,8,"1,440","1,249,920","1,096"
G4,G4,FNT,LAS,Airbus,Narrow,A320,A320,320,9,"1,620","2,807,460","2,317"
G4,G4,FNT,PDX,Airbus,Narrow,A320,A320,320,6,"1,080","2,070,360","1,662"
G4,G4,FNT,PGD,Airbus,Narrow,A320,A319,319,1,156,"173,316",168
G4,G4,FNT,PGD,Airbus,Narrow,A320,A320,320,18,"3,240","3,599,640","3,027"
G4,G4,FNT,PIE,Airbus,Narrow,A320,A319,319,9,"1,404","1,458,756","1,458"
G4,G4,FNT,PIE,Airbus,Narrow,A320,A320,320,3,540,"561,060",486
G4,G4,FNT,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"987,050",809
G4,G4,FNT,SFB,Airbus,Narrow,A320,A320,320,16,"2,880","2,845,440","2,466"
G4,G4,FNT,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,"187,720",154
G4,G4,FNT,SRQ,Airbus,Narrow,A320,A320,320,9,"1,620","1,743,120","1,479"
G4,G4,FSD,AZA,Airbus,Narrow,A320,A320,320,25,"4,500","4,824,000","4,247"
G4,G4,FSD,BNA,Airbus,Narrow,A320,A319,319,9,"1,404","1,040,364","1,087"
G4,G4,FSD,LAS,Airbus,Narrow,A320,A319,319,12,"1,872","2,066,688","2,092"
G4,G4,FSD,LAS,Airbus,Narrow,A320,A320,320,1,180,"198,720",174
G4,G4,FSD,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","2,027,680","1,488"
G4,G4,FSD,SFB,Airbus,Narrow,A320,A320,320,6,"1,080","1,440,720","1,134"
G4,G4,FSD,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","1,774,220","1,325"
G4,G4,FWA,AZA,Airbus,Narrow,A320,A320,320,8,"1,440","2,227,680","1,784"
G4,G4,FWA,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,621,840","1,344"
G4,G4,FWA,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","2,059,200","1,928"
G4,G4,FWA,MYR,Airbus,Narrow,A320,A320,320,8,"1,440","878,400",832
G4,G4,FWA,PGD,Airbus,Narrow,A320,A319,319,1,156,"153,816",149
G4,G4,FWA,PGD,Airbus,Narrow,A320,A320,320,11,"1,980","1,952,280","1,639"
G4,G4,FWA,PIE,Airbus,Narrow,A320,A319,319,6,936,"852,696",846
G4,G4,FWA,PIE,Airbus,Narrow,A320,A320,320,1,180,"163,980",139
G4,G4,FWA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,"1,900","1,730,900","1,402"
G4,G4,FWA,SFB,Airbus,Narrow,A320,A319,319,5,780,"678,600",670
G4,G4,FWA,SFB,Airbus,Narrow,A320,A320,320,4,720,"626,400",546
G4,G4,FWA,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,322,400","1,072"
G4,G4,FWA,SRQ,Airbus,Narrow,A320,A320,320,9,"1,620","1,535,760","1,256"
G4,G4,GEG,AZA,Airbus,Narrow,A320,A320,320,9,"1,620","1,675,080","1,439"
G4,G4,GEG,LAS,Airbus,Narrow,A320,A319,319,8,"1,248","1,005,888","1,128"
G4,G4,GEG,SNA,Airbus,Narrow,A320,A320,320,8,"1,440","1,385,280","1,272"
G4,G4,GRI,AZA,Airbus,Narrow,A320,A320,320,11,"1,980","1,791,900","1,532"
G4,G4,GRI,LAS,Airbus,Narrow,A320,A319,319,9,"1,404","1,363,284","1,382"
G4,G4,GRR,AUS,Airbus,Narrow,A320,A320,320,8,"1,440","1,588,320","1,320"
G4,G4,GRR,AZA,Airbus,Narrow,A320,A320,320,19,"3,420","5,338,620","4,407"
G4,G4,GRR,BNA,Airbus,Narrow,A320,A319,319,2,312,"146,640",188
G4,G4,GRR,BNA,Airbus,Narrow,A320,A320,320,11,"1,980","930,600","1,036"
G4,G4,GRR,BOS,Airbus,Narrow,A320,A320,320,8,"1,440","1,065,600",968
G4,G4,GRR,EWR,Airbus,Narrow,A320,A320,320,4,720,"435,600",420
G4,G4,GRR,FLL,Airbus,Narrow,A320,A320,320,6,"1,080","1,293,840","1,050"
G4,G4,GRR,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,"682,860",528
G4,G4,GRR,JAX,Airbus,Narrow,A320,A320,320,9,"1,620","1,427,220","1,224"
G4,G4,GRR,LAS,Airbus,Narrow,A320,A319,319,9,"1,404","2,306,772","2,232"
G4,G4,GRR,LAS,Airbus,Narrow,A320,A320,320,8,"1,440","2,365,920","1,984"
G4,G4,GRR,MYR,Airbus,Narrow,A320,A320,320,4,720,"524,160",496
G4,G4,GRR,PDX,Airbus,Narrow,A320,A320,320,9,"1,620","2,969,460","2,448"
G4,G4,GRR,PGD,Airbus,Narrow,A320,A320,320,13,"2,340","2,616,120","2,210"
G4,G4,GRR,PHL,Airbus,Narrow,A320,A320,320,9,"1,620","928,260",999
G4,G4,GRR,PIE,Airbus,Narrow,A320,A319,319,3,468,"488,592",474
G4,G4,GRR,PIE,Airbus,Narrow,A320,A320,320,19,"3,420","3,570,480","3,003"
G4,G4,GRR,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"991,800",790
G4,G4,GRR,SFB,Airbus,Narrow,A320,A320,320,21,"3,780","3,783,780","3,256"
G4,G4,GRR,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,"1,140","1,141,140",930
G4,G4,GRR,SNA,Airbus,Narrow,A320,A320,320,8,"1,440","2,672,640","2,152"
G4,G4,GRR,SRQ,Airbus,Narrow,A320,A320,320,9,"1,620","1,751,220","1,456"
G4,G4,GSO,PIE,Airbus,Narrow,A320,A319,319,2,312,"182,832",210
G4,G4,GSO,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","779,380",736
G4,G4,GSP,FLL,Airbus,Narrow,A320,A320,320,9,"1,620","1,004,400","1,026"
G4,G4,GSP,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,"1,900","1,178,000","1,134"
G4,G4,GSP,PIE,Airbus,Narrow,A320,A320,320,6,"1,080","520,560",540
G4,G4,GSP,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","1,007,380",993
G4,G4,GSP,SFB,Airbus,Narrow,A320,A320,320,2,360,"153,360",162
G4,G4,GSP,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,15,"2,850","1,214,100","1,219"
G4,G4,GSP,SRQ,Airbus,Narrow,A320,A320,320,8,"1,440","744,480",744
G4,G4,GTF,AZA,Airbus,Narrow,A320,A320,320,8,"1,440","1,408,320","1,184"
G4,G4,GTF,LAS,Airbus,Narrow,A320,A319,319,9,"1,404","1,138,644","1,229"
G4,G4,GUF,ATW,Airbus,Narrow,A320,A320,320,8,"1,440","1,401,120","1,392"
G4,G4,GUF,BLV,Airbus,Narrow,A320,A320,320,6,"1,080","639,360",618
G4,G4,GUF,BLV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,"1,330","787,360",726
G4,G4,GUF,BNA,Airbus,Narrow,A320,A319,319,8,"1,248","516,672",800
G4,G4,GUF,CVG,Airbus,Narrow,A320,A320,320,13,"2,340","1,483,560","1,525"
G4,G4,GUF,DSM,Airbus,Narrow,A320,A320,320,9,"1,620","1,383,480","1,341"
G4,G4,GUF,HSV,Airbus,Narrow,A320,A319,319,8,"1,248","389,376",640
G4,G4,GUF,MCI,Airbus,Narrow,A320,A320,320,8,"1,440","1,077,120",984
G4,G4,GUF,OKC,Airbus,Narrow,A320,A320,320,13,"2,340","1,602,900","1,664"
G4,G4,GUF,OMA,Airbus,Narrow,A320,A319,319,8,"1,248","1,120,704","1,120"
G4,G4,GUF,SDF,Airbus,Narrow,A320,A319,319,9,"1,404","789,048","1,089"
G4,G4,GUF,SGF,Airbus,Narrow,A320,A319,319,1,156,"92,196",108
G4,G4,GUF,SGF,Airbus,Narrow,A320,A320,320,8,"1,440","851,040",864
G4,G4,GUF,TYS,Airbus,Narrow,A320,A320,320,8,"1,440","635,040",696
G4,G4,GUF,XNA,Airbus,Narrow,A320,A319,319,8,"1,248","715,104",792
G4,G4,GUF,XNA,Airbus,Narrow,A320,A320,320,4,720,"412,560",396
G4,G4,HGR,MYR,Airbus,Narrow,A320,A319,319,6,936,"394,056",521
G4,G4,HGR,MYR,Airbus,Narrow,A320,A320,320,7,"1,260","530,460",609
G4,G4,HGR,PIE,Airbus,Narrow,A320,A319,319,2,312,"268,632",274
G4,G4,HGR,PIE,Airbus,Narrow,A320,A320,320,1,180,"154,980",137
G4,G4,HGR,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,"817,950",685
G4,G4,HGR,SFB,Airbus,Narrow,A320,A319,319,6,936,"730,080",772
G4,G4,HGR,SFB,Airbus,Narrow,A320,A320,320,7,"1,260","982,800",896
G4,G4,HOU,AVL,Airbus,Narrow,A320,A320,320,8,"1,440","1,213,920","1,096"
G4,G4,HOU,DSM,Airbus,Narrow,A320,A320,320,8,"1,440","1,188,000","1,056"
G4,G4,HOU,PVU,Airbus,Narrow,A320,A320,320,13,"2,340","2,763,540","2,386"
G4,G4,HOU,TYS,Airbus,Narrow,A320,A320,320,9,"1,620","1,266,840","1,155"
G4,G4,HSV,FLL,Airbus,Narrow,A320,A319,319,4,624,"443,040",496
G4,G4,HSV,FLL,Airbus,Narrow,A320,A320,320,1,180,"127,800",124
G4,G4,HSV,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"539,600",496
G4,G4,HSV,GUF,Airbus,Narrow,A320,A319,319,8,"1,248","389,376",672
G4,G4,HSV,PIE,Airbus,Narrow,A320,A319,319,8,"1,248","652,704",856
G4,G4,HSV,SFB,Airbus,Narrow,A320,A319,319,4,624,"323,856",440
G4,G4,HSV,SFB,Airbus,Narrow,A320,A320,320,3,540,"280,260",330
G4,G4,HSV,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"197,220",220
G4,G4,HTS,MYR,Airbus,Narrow,A320,A319,319,1,156,"59,592",76
G4,G4,HTS,MYR,Airbus,Narrow,A320,A320,320,5,900,"343,800",374
G4,G4,HTS,MYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,11,"2,090","798,380",836
G4,G4,HTS,PIE,Airbus,Narrow,A320,A319,319,7,"1,092","786,240",840
G4,G4,HTS,PIE,Airbus,Narrow,A320,A320,320,6,"1,080","777,600",717
G4,G4,HTS,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,"2,280","1,641,600","1,440"
G4,G4,HTS,SFB,Airbus,Narrow,A320,A319,319,8,"1,248","829,920",883
G4,G4,HTS,SFB,Airbus,Narrow,A320,A320,320,7,"1,260","837,900",777
G4,G4,HTS,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,"252,700",222
G4,G4,HTS,VPS,Airbus,Narrow,A320,A319,319,7,"1,092","643,188",714
G4,G4,HTS,VPS,Airbus,Narrow,A320,A320,320,1,180,"106,020",102
G4,G4,IAD,AUS,Airbus,Narrow,A320,A320,320,9,"1,620","2,101,140","1,773"
G4,G4,IAD,AVL,Airbus,Narrow,A320,A320,320,9,"1,620","599,400",713
G4,G4,IAD,BNA,Airbus,Narrow,A320,A319,319,9,"1,404","760,968",954
G4,G4,IAD,BNA,Airbus,Narrow,A320,A320,320,2,360,"195,120",212
G4,G4,IAD,JAX,Airbus,Narrow,A320,A320,320,9,"1,620","1,022,220","1,132"
G4,G4,IAD,PGD,Airbus,Narrow,A320,A319,319,1,156,"135,564",148
G4,G4,IAD,PGD,Airbus,Narrow,A320,A320,320,7,"1,260","1,094,940","1,036"
G4,G4,IAD,SAV,Airbus,Narrow,A320,A319,319,4,624,"321,360",428
G4,G4,IAD,SRQ,Airbus,Narrow,A320,A320,320,8,"1,440","1,221,120","1,144"
G4,G4,IAD,TYS,Airbus,Narrow,A320,A320,320,9,"1,620","678,780",844
G4,G4,IAD,VPS,Airbus,Narrow,A320,A319,319,3,468,"364,104",405
G4,G4,IAG,MYR,Airbus,Narrow,A320,A320,320,4,720,"468,000",452
G4,G4,IAG,PGD,Airbus,Narrow,A320,A320,320,11,"1,980","2,235,420","1,878"
G4,G4,IAG,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,623,360","1,368"
G4,G4,ICT,AZA,Airbus,Narrow,A320,A320,320,8,"1,440","1,231,200","1,080"
G4,G4,ICT,LAS,Airbus,Narrow,A320,A319,319,7,"1,092","1,077,804","1,099"
G4,G4,ICT,LAS,Airbus,Narrow,A320,A320,320,1,180,"177,660",157
G4,G4,ICT,PIE,Airbus,Narrow,A320,A320,320,1,180,"195,660",151
G4,G4,ICT,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,"1,520","1,652,240","1,280"
G4,G4,ICT,SFB,Airbus,Narrow,A320,A319,319,2,312,"348,504",330
G4,G4,ICT,SFB,Airbus,Narrow,A320,A320,320,2,360,"402,120",330
G4,G4,ICT,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,"848,920",660
G4,G4,ICT,VPS,Airbus,Narrow,A320,A320,320,12,"2,160","1,719,360","1,512"
G4,G4,IDA,AZA,Airbus,Narrow,A320,A320,320,20,"3,600","2,534,400","2,358"
